what,kind,bundleId,bundleVersion,description,time
locale,sysinfo,,,"zh_CN",1402283380632
processors,sysinfo,,,"4",1402283380632
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1402283380632
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1402283380632
java.specification.name,sysinfo,,,"Java Platform API Specification",1402283380632
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1402283380632
java.specification.version,sysinfo,,,"1.6",1402283380632
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1402283380632
java.version,sysinfo,,,"1.6.0_23",1402283380632
java.vm.info,sysinfo,,,"mixed mode",1402283380632
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1402283380632
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1402283380632
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1402283380632
java.vm.specification.version,sysinfo,,,"1.0",1402283380632
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1402283380632
java.vm.version,sysinfo,,,"19.0-b09",1402283380632
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1402283380732
started,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1402283380922
started,bundle,com.altera.sbtgui.core,12.1.1.243,"com.altera.sbtgui.core",1402283380942
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1402283386572
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1402283391672
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1402283396382
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1402283402542
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1402283402562
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1402283404532
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1402283404752
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1402283404772
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1402283409692
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1402283412642
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1402283416752
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.text.c.toggle.comment",1402283418102
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1402283420352
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1402283424842
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1402283436602
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1402283445212
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1402283446142
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1402283449412
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1402283454352
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1402283471202
