what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1402279135640
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1402279139220
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402279139500
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402279146980
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402279149910
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402279178810
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402279180030
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402279180130
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1402279186690
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402279188720
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402279191470
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1402279192410
activated,view,com.altera.sbtgui.launch,12.1.1.243,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1402279196110
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1402279198902
activated,view,com.altera.sbtgui.launch,12.1.1.243,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1402279213242
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1402279276383
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1402279286713
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1402279336863
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1402279338113
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1402279339203
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1402279351073
