what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1404097589071
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1404097599454
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1404097602281
started,bundle,com.altera.sbtgui.core,13.0.0.156,"com.altera.sbtgui.core",1404097624053
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1404097624152
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1404097624162
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1404097624729
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1404097624773
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1404097624855
started,bundle,org.eclipse.cdt.msw.build,1.0.0.201202111925,"org.eclipse.cdt.msw.build",1404097624979
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1404097626227
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1404097626305
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1404097626764
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1404097626816
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1404097626821
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1404097626868
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1404097631348
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1404097636821
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1404097668439
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1404097668499
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1404097669091
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1404097669098
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1404097671177
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1404097671197
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1404097672782
error,log,,,"Error executing 'nios2-bsp-generate-files --bsp-dir . --settings settings.bsp', unexpected return code 1.\n\nError message:\n\nSEVERE: File not found: E:\\DE2_115_MTLC2_painter\\DE2_115_SOPC.sopcinfo\r\nSEVERE: File not found: E:\\DE2_115_MTLC2_painter\\DE2_115_SOPC.sopcinfo\r\nSEVERE: nios2-bsp-generate-files failed.\r\n",1404097675436
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1404097677464
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1404097678442
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1404097680132
opened,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1404097681821
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1404097681936
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1404097703124
