what,kind,bundleId,bundleVersion,description,time
locale,sysinfo,,,"zh_CN",1402280184595
processors,sysinfo,,,"4",1402280184595
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1402280184595
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1402280184595
java.specification.name,sysinfo,,,"Java Platform API Specification",1402280184595
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1402280184595
java.specification.version,sysinfo,,,"1.6",1402280184595
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1402280184595
java.version,sysinfo,,,"1.6.0_23",1402280184595
java.vm.info,sysinfo,,,"mixed mode",1402280184595
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1402280184595
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1402280184595
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1402280184595
java.vm.specification.version,sysinfo,,,"1.0",1402280184595
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1402280184595
java.vm.version,sysinfo,,,"19.0-b09",1402280184595
started,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1402280184920
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402280198894
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402280201434
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1402280252999
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1402280253019
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402280262229
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402280264169
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402280267639
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402280307439
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1402280308899
started,bundle,com.altera.sbtgui.core,12.1.1.243,"com.altera.sbtgui.core",1402280309209
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1402280309249
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1402280310679
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1402280310719
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1402280310719
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402280312059
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1402280312139
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402280315009
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1402280321409
started,bundle,com.altera.debug.cdi.gdb.plugin,12.1.1.243,"com.altera.debug.cdi.gdb.plugin",1402280324779
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402280324909
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402280325009
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402280327619
no handler,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1402280330639
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402280331479
