what,kind,bundleId,bundleVersion,description,time
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1404106064865
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1404106066186
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1404106068235
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1404106070456
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1404106070910
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1404106073168
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1404106074333
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1404106086860
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1404106182051
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1404106198649
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1404106245816
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1404106246909
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1404106255276
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1404106257330
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1404106276263
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1404106291295
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1404106291351
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1404106301829
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1404106301868
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1404106373558
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1404106380891
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1404106382336
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1404106385768
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1404106387329
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1404106388377
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1404106391513
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1404106397997
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1404106398699
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1404106401454
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1404106403039
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1404106404425
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1404106407930
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1404106408806
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1404106580725
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1404106580740
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1404106598998
activated,view,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.internal.introview",1404106602974
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1404106602996
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1404106609728
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1404106639505
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1404106640374
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1404106640902
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1404106642781
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1404106647329
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1404106648969
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1404106651214
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1404106652132
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1404106682019
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1404106683257
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1404106685344
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1404106689173
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1404106689586
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1404106691782
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1404106692943
